"workerid","strength","trial_num","target","degree","paraphrase0","gender","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","paraphrase","contextWithSuperPronoun","condition","sub_category"
164,3,12,"short","time","super","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Gary"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","movie"
164,1,13,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","She","contextWithSuper","day in Winter"
164,2,14,"light","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Josh"," picks up an apple.","sub_plural","sub_plural","","contextWithSuper","apple"
164,3,15,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Angela"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","dishwasher"
165,1,1,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Claire"," lives in Maryland and steps outside in Winter.","super","super","She","contextWithSuper","day in Winter"
165,3,2,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Kim"," finds a dishwasher and looks at the price.","super","sub_plural","She","contextWithSuper","dishwasher"
165,2,3,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Melinda"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
165,1,4," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Veronica"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
165,3,5,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Kathleen"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
165,3,6,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Tanya"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
165,1,7,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","David"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
165,2,8,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Monica"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
165,3,9," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Jasmine"," sees a professional basketball player.","super","super","","contextWithSuper","basketball player"
165,1,10,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Maya"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
165,2,11,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Michael"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
165,2,12,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","William"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
165,1,13,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Daniel"," finds a bottle opener and looks at the price.","super","sub_plural","He","contextWithSuper","bottle opener"
165,3,14,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Natalia"," lives in Maryland and steps outside in Summer.","super","super","She","contextWithSuper","day in Summer"
165,2,15," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Stephen"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
166,3,1," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Simon"," sees a professional basketball player.","sub_plural","super","","contextWithSuper","basketball player"
166,3,2,"short","time","super","female"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Jennifer"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","movie"
166,3,3,"light","weight","super","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Laura"," picks up a watermelon.","sub_plural","sub_plural","","contextWithSuper","watermelon"
166,3,4,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Gary"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","He","contextWithSuper","day in Summer"
166,3,5,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Kim"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","dishwasher"
166,2,6,"light","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Charles"," picks up an apple.","sub_plural","sub_plural","","contextWithSuper","apple"
166,2,7,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Michelle"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","She","contextWithSuper","day in Fall"
166,1,8,"expensive","price","super","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Josh"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","He","contextWithSuper","bottle opener"
166,1,9,"long","time","super","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Stephen"," finds a video of a cute animal to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","video of the cute animal"
166,1,10," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","David"," sees a professional gymnast.","sub_plural","sub_plural","","contextWithSuper","gymnast"
166,1,11,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","cold","days of the year","negative","John"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","He","contextWithSuper","day in Winter"
166,2,12," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Veronica"," sees a professional soccer player.","sub_plural","sub_plural","","contextWithSuper","soccer player"
166,2,13,"cheap","price","super","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Kathleen"," finds a toaster and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","toaster"
166,1,14,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Robert"," picks up a grape.","sub_plural","sub_plural","","contextWithSuper","grape"
166,2,15,"long","time","super","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Alicia"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","music video"
167,1,1,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Alexander"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
167,2,2," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Alicia"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
167,3,3,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Stephen"," finds a dishwasher and looks at the price.","super","sub_plural","He","contextWithSuper","dishwasher"
167,3,4," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Josh"," sees a professional basketball player.","super","sub_plural","","contextWithSuper","basketball player"
167,2,5,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Jennifer"," finds a toaster and looks at the price.","super","super","She","contextWithSuper","toaster"
167,1,6,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Charles"," finds a video of a cute animal to watch online with their friend.","super","sub_plural","","contextWithSuper","video of the cute animal"
167,1,7,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Tanya"," lives in Maryland and steps outside in Winter.","super","super","She","contextWithSuper","day in Winter"
167,3,8,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Monica"," finds a movie to watch online with their friend.","super","super","","contextWithSuper","movie"
167,3,9,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Gary"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
167,2,10,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Robert"," finds a music video to watch online with their friend.","super","super","","contextWithSuper","music video"
167,2,11,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Claire"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
167,1,12,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Stephanie"," finds a bottle opener and looks at the price.","super","sub_plural","She","contextWithSuper","bottle opener"
167,2,13,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Anthony"," lives in Maryland and steps outside in Fall.","super","super","He","contextWithSuper","day in Fall"
167,1,14," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Jasmine"," sees a professional gymnast.","super","sub_plural","","contextWithSuper","gymnast"
167,3,15,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Mika"," lives in Maryland and steps outside in Summer.","super","sub_plural","She","contextWithSuper","day in Summer"
168,2,1,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Daniel"," finds a toaster and looks at the price.","super","sub_plural","He","contextWithSuper","toaster"
168,2,2,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Lee"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
168,3,3,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Laura"," lives in Maryland and steps outside in Summer.","super","sub_plural","She","contextWithSuper","day in Summer"
168,2,4," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Alexander"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
168,3,5,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Melinda"," finds a dishwasher and looks at the price.","super","sub_plural","She","contextWithSuper","dishwasher"
168,3,6,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Simon"," finds a movie to watch online with their friend.","super","super","","contextWithSuper","movie"
168,1,7,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Gabriel"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
168,3,8," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Greg"," sees a professional basketball player.","super","sub_plural","","contextWithSuper","basketball player"
168,1,9,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Maya"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
168,3,10,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Kim"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
168,1,11,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Josh"," finds a bottle opener and looks at the price.","super","sub_plural","He","contextWithSuper","bottle opener"
168,2,12,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Lucas"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
168,2,13,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Charles"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
168,1,14,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Angela"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
168,1,15," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Tanya"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
169,1,1," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","John"," sees a professional gymnast.","sub_plural","super","","context","gymnast"
169,2,2,"cheap","price","super","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Lee"," finds a toaster and looks at the price.","sub_plural","sub_plural","","context","toaster"
169,2,3,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Josh"," picks up an apple.","sub_plural","sub_plural","","context","apple"
169,3,4," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Melinda"," sees a professional basketball player.","sub_plural","super","","context","basketball player"
169,1,5,"short","time","super","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Gary"," finds a video of a cute animal to watch online with their friend.","sub_plural","sub_plural","","context","video of the cute animal"
169,3,6,"light","weight","super","male"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Daniel"," picks up a watermelon.","sub_plural","super","","context","watermelon"
169,2,7,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Anthony"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","","context","day in Fall"
169,3,8,"long","time","super","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Lucas"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","context","movie"
169,3,9,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Alexander"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","","context","day in Summer"
169,3,10,"expensive","price","super","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Michelle"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","","context","dishwasher"
169,1,11,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Stephen"," lives in Maryland and steps outside in Winter.","sub_plural","super","","context","day in Winter"
169,1,12,"expensive","price","super","female"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Kim"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","","context","bottle opener"
169,1,13,"heavy","weight","super","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Sophie"," picks up a grape.","sub_plural","sub_plural","","context","grape"
169,2,14," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Robert"," sees a professional soccer player.","sub_plural","super","","context","soccer player"
169,2,15,"long","time","super","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Greg"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","context","music video"
170,3,1,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Michelle"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","dishwasher"
170,1,2,"warm","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Charles"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","He","contextWithSuper","day in Winter"
170,1,3,"cheap","price","super","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Natalia"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","bottle opener"
170,1,4,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Michael"," picks up a grape.","sub_plural","sub_plural","","contextWithSuper","grape"
170,2,5,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Tanya"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","She","contextWithSuper","day in Fall"
170,2,6," short","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Julia"," sees a professional soccer player.","sub_plural","super","","contextWithSuper","soccer player"
170,3,7,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Simon"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","He","contextWithSuper","day in Summer"
170,1,8," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Anthony"," sees a professional gymnast.","sub_plural","super","","contextWithSuper","gymnast"
170,3,9,"long","time","super","female"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Monica"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","movie"
170,3,10,"heavy","weight","super","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Jasmine"," picks up a watermelon.","sub_plural","sub_plural","","contextWithSuper","watermelon"
170,1,11,"long","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Kathleen"," finds a video of a cute animal to watch online with their friend.","sub_plural","super","","contextWithSuper","video of the cute animal"
170,3,12," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Gary"," sees a professional basketball player.","sub_plural","sub_plural","","contextWithSuper","basketball player"
170,2,13,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Alexander"," picks up an apple.","sub_plural","sub_plural","","contextWithSuper","apple"
170,2,14,"short","time","super","male"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Tom"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","music video"
170,2,15,"cheap","price","super","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Maya"," finds a toaster and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","toaster"
171,1,1," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Jasmine"," sees a professional gymnast.","super","sub_plural","","context","gymnast"
171,2,2,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Cameron"," picks up an apple.","super","sub_plural","","context","apple"
171,1,3,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Anthony"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
171,3,4,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Alicia"," picks up a watermelon.","super","sub_plural","","context","watermelon"
171,1,5,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Tom"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
171,3,6," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Veronica"," sees a professional basketball player.","super","super","","context","basketball player"
171,2,7,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Julia"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
171,3,8,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","John"," finds a movie to watch online with their friend.","super","sub_plural","","context","movie"
171,2,9,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Kim"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
171,2,10,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Simon"," finds a music video to watch online with their friend.","super","sub_plural","","context","music video"
171,3,11,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Gary"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
171,1,12,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Lee"," finds a video of a cute animal to watch online with their friend.","super","super","","context","video of the cute animal"
171,1,13,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Maya"," picks up a grape.","super","sub_plural","","context","grape"
171,2,14," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Laura"," sees a professional soccer player.","super","sub_plural","","context","soccer player"
171,3,15,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Monica"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
172,1,1,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Sophie"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
172,1,2,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Gary"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
172,3,3,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Kim"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
172,2,4,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Maya"," finds a music video to watch online with their friend.","super","super","","contextWithSuper","music video"
172,2,5,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Anthony"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
172,2,6,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Alexander"," picks up an apple.","super","super","","contextWithSuper","apple"
172,3,7,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Tom"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
172,2,8," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Claire"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
172,1,9,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Michelle"," finds a bottle opener and looks at the price.","super","sub_plural","She","contextWithSuper","bottle opener"
172,1,10,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Natalia"," picks up a grape.","super","super","","contextWithSuper","grape"
172,3,11,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Greg"," finds a dishwasher and looks at the price.","super","sub_plural","He","contextWithSuper","dishwasher"
172,1,12," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Kim"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
172,3,13,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Monica"," lives in Maryland and steps outside in Summer.","super","sub_plural","She","contextWithSuper","day in Summer"
172,3,14," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Cameron"," sees a professional basketball player.","super","super","","contextWithSuper","basketball player"
172,2,15,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Melinda"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
173,2,1,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Angela"," lives in Maryland and steps outside in Fall.","super","sub_plural","She","contextWithSuper","day in Fall"
173,1,2,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Mika"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
173,1,3,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Stephen"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
173,3,4," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Anthony"," sees a professional basketball player.","super","super","","contextWithSuper","basketball player"
173,3,5,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Josh"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
173,3,6,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","warm","days of the year","positive","John"," lives in Maryland and steps outside in Summer.","super","super","He","contextWithSuper","day in Summer"
173,1,7,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Melinda"," finds a bottle opener and looks at the price.","super","sub_plural","She","contextWithSuper","bottle opener"
173,2,8," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Jennifer"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
173,3,9,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Michelle"," picks up a watermelon.","super","super","","contextWithSuper","watermelon"
173,3,10,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Maya"," finds a dishwasher and looks at the price.","super","sub_plural","She","contextWithSuper","dishwasher"
173,2,11,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Jasmine"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
173,2,12,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Kim"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
173,1,13," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Sophie"," sees a professional gymnast.","super","sub_plural","","contextWithSuper","gymnast"
173,2,14,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Daniel"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
173,1,15,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Gabriel"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
